smiles,p_co2,alpha,d,interval
*Oc1cc2c(cc1O*)C13c4ccccc4-c4ccccc4C(=C(C)C=C(C)C(N4C(=O)c5cc(*)c(*)cc5C4=O)=C2C)n2c(=O)c4cc5oc6cc(c1cc6oc5cc4c2=O)-c1cc2c(cc13)C(C)(C)CCC2(C)C,137.36623590075874,10.375328220710072,-2.0168090254069666,2.298350128818945
*Oc1cc2c(cc1O*)C1(C(C)C)c3cc4cc5c(cc4cc3C2(CCC)c2cc3oc4cc6c(=O)n(-c7c(C)cc(-c8cc(C)c(N9C(=O)c%10cc(*)c(*)cc%10C9=O)c(C)c8)cc7C)c(=O)c6cc4oc3cc21)C(C)(C)CCC5(C)C,174.1344643225397,8.612835284979393,-2.0197602711538956,2.298350128818945
*Oc1cc2c(cc1O*)C1(C(C)C)c3cc4ccccc4cc3C2(C(C)C)c2cc3oc4cc5c(=O)n(-c6c(C)cc(-c7cc(C)c(N8C(=C)c9cc(*)c(*)cc9C8=O)c8ccccc78)c7ccccc67)c(=O)c5cc4oc3cc21,133.89708182309275,10.504206978629815,-2.0208921213104665,2.298350128818945
*Oc1cc2c(cc1O*)C1(CCC)c3cc4cc5c(cc4cc3C2(CCC)c2cc3oc4cc6c(=O)n(-c7c(C)c(C)cc(N8C(=O)c9cc(*)c(*)cc9C8=O)c7C)c(=O)c6cc4oc3cc21)C(C)(C)CCC5(C)C,196.33978895012118,7.652318707114748,-2.0349314730193138,2.298350128818945
*Oc1cc2c(cc1O*)C1(CCC23CC2(c4ccccc4-c4ccccc42)c2cc4oc5cc6c(=O)n(-c7c(C)cc(-c8cc(C)c(N9C(=O)c%10cc(*)c(*)cc%10C9=O)c(C)c8)cc7C)c(=O)c6cc5oc4cc23)c2ccccc2-c2ccccc21,147.65724831097992,9.255185051379376,-2.0504536636930997,2.298350128818945
*Oc1cc2c(cc1O*)C13CC24CC2(c5ccccc5-c5ccccc52)c2cc5oc6cc7c(=O)n(c(=O)c7cc6oc5cc24)C(=C(C)C=C(c2cc(C)c(N4C(=O)c5cc(*)c(*)cc5C4=O)c(C)c2)C=C1C)C(C)(CC)C3C,172.076383104045,7.69040344893483,-2.0893931324565793,2.298350128818945
*Oc1cc2c(cc1O*)C1(C)c3ccccc3C2(C)c2cc3c(cc21)Oc1c(c(C(F)(F)F)c(*)c(*)c1C(F)(F)F)O3,108.33686102783997,10.833041217066524,-2.095344054844279,2.298350128818945
*Oc1cc2c(cc1O*)C1(C(C)C)c3cc4ccccc4cc3C2(CC(C)C)c2cc3oc4cc5c(=O)n(-c6c(C)cc(-c7cc(C)c(N8C(=O)c9cc(*)c(*)cc9C8=O)c(C)c7)cc6C)c(=O)c5cc4oc3cc21,190.6822447539146,7.0043496856382,-2.0979832265014413,2.298350128818945
*Oc1cc2c(cc1O*)C1(CC23CC2(c4ccccc4-c4ccccc42)c2cc4oc5cc6c(=O)n(-c7cc(N8C(=O)c9cc(*)c(*)cc9C8=O)c(C)cc7C)c(=O)c6cc5oc4cc23)c2ccccc2-c2ccccc21,135.78522741898195,8.550112655296275,-2.1319521951024685,2.298350128818945
*Oc1cc2c(cc1O*)C1(CC)c3ccccc3C2(C)c2cc3c(cc21)Oc1c(c(C(F)(F)F)c(*)c(*)c1C(F)(F)F)O3,104.26779629328014,10.426158965114707,-2.133757437285929,2.298350128818945
*Oc1cc2c(cc1O*)C13CC24C=C(N2C(=O)c5cc(*)c(*)cc5C2=O)C(C)=CC(C)=C(c2cc5c(cc24)C(C)(C)CCC5(C)C)n2c(=O)c4cc5oc6cc1c(cc6oc5cc4c2=O)C1(C3)c2ccccc2-c2ccccc21,153.19189825198364,7.688939367984391,-2.139986960619225,2.298350128818945
*Oc1cc2c(cc1O*)C13CC24CC2(c5ccccc5-c5ccccc52)c2cc5c(cc24)OC(=CC2=C(C=C1O5)C(=O)N(c1c(C)cc(-c4cc(C)c(N5C(=O)c6cc(*)c(*)cc6C5=O)c5ccccc45)c4ccccc14)C2=O)c1cc2c(cc13)C(C)(C)CCC2(C)C,242.51814047423076,5.372950584320381,-2.144452131519543,2.298350128818945
*Oc1cc2c(cc1O*)C13CC24CC2(c5ccccc5-c5ccccc52)c2cc5oc6cc7c(=O)n(c(=O)c7cc6oc5cc24)C(=C(C)C=C(C)C(N2C(=O)c4cc(*)c(*)cc4C2=O)=C1C)c1cc2c(cc13)C(C)(C)CCC2(C)C,149.84506480873642,7.613608495279999,-2.1551835888312594,2.298350128818945
*Oc1cc2c(cc1O*)C13CC24CC2(c5ccccc5-c5ccccc52)c2cc5oc6cc7c(=O)n(c(=O)c7cc6oc5cc24)C(=C(C)C=C(C)C(N2C(=O)c4cc(*)c(*)cc4C2=O)=C1C)c1cc2c(cc13)C(C)(C)CCC2(C)C,149.84506480873642,7.613608495279999,-2.1551835888312594,2.298350128818945
*Oc1cc2c(cc1O*)C13CC24CC2(c5ccccc5-c5ccccc52)c2cc5oc6cc7c(=O)n(c(=O)c7cc6oc5cc24)C(=C(C)C=C(C)C(N2C(=O)c4cc(*)c(*)cc4C2=O)=C1C)c1cc2c(cc13)C(C)(C)CCC2(C)C,149.84506480873642,7.613608495279999,-2.1551835888312594,2.298350128818945
*Oc1cc2c(cc1O*)C13CC24CC2(c5ccccc5-c5ccccc52)c2cc5oc6cc7c(=O)n(c(=O)c7cc6oc5cc24)C(=C(C)C=C(C)C(N2C(=O)c4cc(*)c(*)cc4C2=O)=C1C)c1cc2c(cc13)C(C)(C)CCC2(C)C,149.84506480873642,7.613608495279999,-2.1551835888312594,2.298350128818945
*Oc1cc2c(cc1O*)S1(C)c3ccccc3C2(C)c2cc3c(cc21)Oc1c(c(C(F)(F)F)c(*)c(*)c1C(F)(F)F)O3,102.05276913268978,10.204669434220591,-2.155303152302109,2.298350128818945
*Oc1cc2c(cc1O*)C13CC24CC2(c5ccccc5-c5ccccc52)c2cc5oc6cc7c(=O)n(c(=O)c7cc6oc5cc24)C(=C(C)C=C(c2cc(C)c(N4C(=O)c5cc(*)c(*)cc5C4=O)c4ccccc24)c2ccccc21)C(C)(CC)CC3C,124.23236888163294,8.072607442647813,-2.2032757436689114,2.298350128818945
